PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2016,12092,Toyoya Yaris&#8203;,Oh My Gomez Sa,Cine Publicitario,1/10/2016,01/10/2016,"VERA PEÃ‘ALOZA,  ROSARIO 402","VERA PEÃ‘ALOZA,  ROSARIO",402,PUERTO MADERO,COMUNA 1,1107,C1107CGJ,"-5,836,163,984","-3,461,742,381"
2017,13012,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,15/8/2017,15/08/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12094,Los Que Aman Odian,Patagonik Film Group S.A.,Largometraje,1/10/2016,01/10/2016,BASAVILBASO 1233,BASAVILBASO,1233,RETIRO,COMUNA 1,1006,C1006AAA,"-58,377,389","-345,936,662"
2016,12095,Toyoya Yaris&#8203;,Oh My Gomez Sa,Cine Publicitario,1/10/2016,01/10/2016,"MAIZANI, AZUCENA 301","MAIZANI, AZUCENA",301,PUERTO MADERO,COMUNA 1,1107,,"-5,836,351,582","-3,461,058,404"
2016,12096,Toyoya Yaris&#8203;,Oh My Gomez Sa,Cine Publicitario,1/10/2016,01/10/2016,"DE LA BARRA,  EMMA 301","DE LA BARRA,  EMMA",301,PUERTO MADERO,COMUNA 1,1107,C1107CQA,"-5,836,457,478","-3,460,103,872"
2017,13013,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,17/8/2017,17/08/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12098,Los Padecientes,Jempsa Sa,Largometraje Con I.N.C.A.A.,2/10/2016,02/10/2016,HUMBOLDT 1981,HUMBOLDT,1981,PALERMO,COMUNA 14,1414,C1414CTU,"-5,843,295,647","-3,458,282,164"
2016,12099,Los Padecientes,Jempsa Sa,Largometraje Con I.N.C.A.A.,2/10/2016,02/10/2016,"DUMONT, SANTOS 3201","DUMONT, SANTOS",3201,COLEGIALES,COMUNA 13,1426,C1426DDK,"-5,844,605,128","-3,457,997,414"
2016,12100,Los Padecientes,Jempsa Sa,Largometraje Con I.N.C.A.A.,2/10/2016,02/10/2016,JARAMILLO 2051,JARAMILLO,2051,NÚÑEZ,COMUNA 13,1429,C1429CRC,"-5,846,518,449","-3,454,627,013"
2016,12101,Delicia,Tres Mentes Sa,Largometraje Con I.N.C.A.A.,2/10/2016,02/10/2016,VALDENEGRO 3879,VALDENEGRO,3879,SAAVEDRA,COMUNA 12,1431,C1431GAY,"-5,849,223,222","-3,455,826,712"
2017,13015,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,18/8/2017,18/08/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13016,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,22/8/2017,22/08/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12104,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,3/10/2016,03/10/2016,PINZON 90,PINZON,90,LA BOCA,COMUNA 4,1161,C1161ACB,"-5,835,518,571","-3,463,183,726"
2016,12105,Odisea Buenos Aires,Fundacion Del Cine,Estudiantes,3/10/2016,03/10/2016,CURAPALIGUE AV. 1185,CURAPALIGUE AV.,1185,PARQUE CHACABUCO,COMUNA 7,1406,C1406DAL,"-5,844,603,127","-3,463,648,581"
2016,12106,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,3/10/2016,03/10/2016,"OROÃ‘O, NICASIO 1235","OROÃ‘O, NICASIO",1235,CABALLITO,COMUNA 6,1416,C1416BZC,"-5,845,700,373","-3,461,077,777"
2016,12107,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,3/10/2016,03/10/2016,QUERANDIES 4290,QUERANDIES,4290,ALMAGRO,COMUNA 5,1183,C1183AGB,"-5,842,667,735","-3,461,119,508"
2017,13017,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,31/8/2017,31/08/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12109,Relaciones Cotidianas,Fundacion Del Cine,Estudiantes,4/10/2016,04/10/2016,MIGUELETES 1326,MIGUELETES,1326,PALERMO,COMUNA 14,1426,C1426BUT,"-5,844,017,675","-3,456,290,729"
2016,12110,Odisea Buenos Aires,Fundacion Del Cine,Estudiantes,4/10/2016,04/10/2016,SAN MARTIN 30,SAN MARTIN,30,SAN NICOLÁS,COMUNA 1,1004,C1004AAB,"-5,837,365,539","-3,460,739,817"
2016,12111,Odisea Buenos Aires,Fundacion Del Cine,Estudiantes,4/10/2016,04/10/2016,"VIALE, LUIS 315","VIALE, LUIS",315,VILLA CRESPO,COMUNA 15,1414,C1414ECG,"-584,462,167","-3,460,360,812"
2017,13020,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,1/9/2017,01/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13021,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,6/9/2017,06/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13022,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,12/9/2017,12/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12115,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,4/10/2016,04/10/2016,RIVADAVIA AV. 7806,RIVADAVIA AV.,7806,FLORESTA,COMUNA 10,1407,C1407DYN,"-5,847,475,588","-3,463,222,597"
2016,12116,Dermaglos,Películas Cortitas Sa,Cine Publicitario,4/10/2016,04/10/2016,LA CACHILA 8501,LA CACHILA,8501,NÚÑEZ,COMUNA 13,1429,C1429BOA,"-5,846,461,093","-3,453,658,939"
2016,12117,Delicia,Tres Mentes Sa,Largometraje Con I.N.C.A.A.,5/10/2016,05/10/2016,ROJAS 2050,ROJAS,2050,VILLA CRESPO,COMUNA 15,1416,C1416CPV,"-5,845,390,174","-3,460,001,917"
2017,13023,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,12/9/2017,12/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12119,Odisea Buenos Aires,Fundacion Del Cine,Estudiantes,5/10/2016,05/10/2016,RIO DE JANEIRO 775,RIO DE JANEIRO,775,ALMAGRO,COMUNA 5,1405,C1405CCK,"-5,843,058,251","-3,460,650,481"
2016,12120,Odisea Buenos Aires,Fundacion Del Cine,Estudiantes,5/10/2016,05/10/2016,LEZICA 4051,LEZICA,4051,ALMAGRO,COMUNA 5,1202,C1202AAC,"-5,842,378,455","-3,461,116,891"
2017,13024,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,22/9/2017,22/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12122,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,5/10/2016,05/10/2016,JURAMENTO 702,JURAMENTO,702,BELGRANO,COMUNA 13,1428,C1428DMD,"-584,388,582","-3,455,148,777"
2017,13025,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,25/9/2017,25/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13026,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,26/9/2017,26/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13027,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,28/9/2017,28/09/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13028,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,3/10/2017,03/10/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13029,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,5/10/2017,05/10/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13030,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,9/10/2017,09/10/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12129,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,7/10/2016,07/10/2016,ESTADOS UNIDOS 272,ESTADOS UNIDOS,272,SAN TELMO,COMUNA 1,1101,C1101AAF,"-5,836,990,894","-3,461,843,942"
2017,13031,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,10/10/2017,10/10/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13032,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,12/10/2017,12/10/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12132,A Traves De Un Cristal Polvoriento,Fundacion Del Cine,Estudiantes,8/10/2016,08/10/2016,ECHEVERRIA 1750,ECHEVERRIA,1750,BELGRANO,COMUNA 13,1428,C1428DRD,"-5,844,969,222","-345,593,722"
2016,12133,El Departamento,Habitacion 1520 Producciones Srl,Cortometraje,8/10/2016,08/10/2016,ROSETI 1818,ROSETI,1818,VILLA ORTÚZAR,COMUNA 15,1427,C1427BWL,"-5,846,760,534","-3,458,168,188"
2016,12134,La Cordillera,Capital Intelectual S.A.,Largometraje Nacional,8/10/2016,08/10/2016,TUCUMAN 535,TUCUMAN,535,SAN NICOLÁS,COMUNA 1,1049,C1049AAK,"-5,837,451,574","-3,460,096,223"
2016,12135,A Traves De Un Cristal Polvoriento,Fundacion Del Cine,Estudiantes,9/10/2016,09/10/2016,BRASIL AV. 350,BRASIL AV.,350,SAN TELMO,COMUNA 1,1154,C1154AAD,"-5,836,973,662","-346,253,364"
2016,12136,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,9/10/2016,09/10/2016,DON PEDRO DE MENDOZA AV. 251,DON PEDRO DE MENDOZA AV.,251,LA BOCA,COMUNA 4,1156,C1156ACC,"-5,835,976,476","-3,462,628,624"
2016,12137,Los Que Aman Odian,Patagonik Film Group S.A.,Largometraje,10/10/2016,10/10/2016,BASAVILBASO 1233,BASAVILBASO,1233,RETIRO,COMUNA 1,1006,C1006AAA,"-58,377,389","-345,936,662"
2016,12138,Delicia,Tres Mentes Sa,Largometraje Con I.N.C.A.A.,10/10/2016,10/10/2016,"GUTIERREZ, RICARDO 2814","GUTIERREZ, RICARDO",2814,VILLA DEL PARQUE,COMUNA 11,1417,C1417EBL,"-5,848,876,474","-3,460,125,195"
2016,12139,Cronocirujia,Fundacion Del Cine,Estudiantes,10/10/2016,10/10/2016,GORRITI 5880,GORRITI,5880,PALERMO,COMUNA 14,1414,C1414BKJ,"-5,844,012,773","-3,458,278,373"
2016,12140,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,10/10/2016,10/10/2016,PINZON 90,PINZON,90,LA BOCA,COMUNA 4,1161,C1161ACB,"-5,835,518,571","-3,463,183,726"
2017,13037,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,30/10/2017,30/10/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2017,13038,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,31/10/2017,31/10/2017,REPUBLICA BOLIVARIANA DE VENEZUELA 850,REPUBLICA BOLIVARIANA DE VENEZUELA,850,MONSERRAT,COMUNA 1,1095,C1095AAR,"-5,837,826,665","-3,461,407,232"
2016,12143,"New Long""""",Rebolucion S.A.,Cine Publicitario,11/10/2016,11/10/2016,CORDOBA AV. 2332,CORDOBA AV.,2332,BALVANERA,COMUNA 3,1120,C1120AAS,"-5,840,037,872","-3,459,964,832"
2016,12144,Gordo Bueno,Backflip Sa,Cine Publicitario,11/10/2016,11/10/2016,"MITRE, BARTOLOME 1521","MITRE, BARTOLOME",1521,SAN NICOLÁS,COMUNA 1,1037,C1037ABC,"-583,879,698","-3,460,768,917"
2017,13375,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,17/11/2017,17/11/2017,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,12146,Asepxia Vos Vas Al Grano,Genomma Laboratories Argentina S.A.,Cine Publicitario,11/10/2016,11/10/2016,DEFENSA 1583,DEFENSA,1583,SAN TELMO,COMUNA 1,1143,C1143AAG,"-5,837,104,899","-3,462,630,934"
2016,12147,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,12/10/2016,12/10/2016,PASO 423,PASO,423,BALVANERA,COMUNA 3,1031,C1031ABI,"-5,840,359,502","-3,460,421,391"
2016,12148,Delicia,Tres Mentes Sa,Largometraje Con I.N.C.A.A.,12/10/2016,12/10/2016,"GUTIERREZ, RICARDO 2814","GUTIERREZ, RICARDO",2814,VILLA DEL PARQUE,COMUNA 11,1417,C1417EBL,"-5,848,876,474","-3,460,125,195"
2017,13396,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,21/11/2017,21/11/2017,"PAINE, AIME 1402","PAINE, AIME",1402,PUERTO MADERO,COMUNA 1,1107,C1107CFH,"-583,612,845","-3,461,351,946"
2016,12150,Cronocirujia,Fundacion Del Cine,Estudiantes,12/10/2016,12/10/2016,GORRITI 5880,GORRITI,5880,PALERMO,COMUNA 14,1414,C1414BKJ,"-5,844,012,773","-3,458,278,373"
2017,13487,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,5/12/2017,05/12/2017,LANTERI JULIETA 1450,LANTERI JULIETA,1450,PUERTO MADERO,COMUNA 1,1107,C1107CRG,"-5,836,064,304","-3,461,420,903"
2016,12152,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,13/10/2016,13/10/2016,"CASTILLO, RAMON S., PRES. AV. 1720","CASTILLO, RAMON S., PRES. AV.",1720,RETIRO,COMUNA 1,1104,C1104BJQ,"-5,838,630,805","-3,457,828,546"
2017,13499,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,6/12/2017,06/12/2017,"VEGA, NICETO, CNEL. 5250","VEGA, NICETO, CNEL.",5250,PALERMO,COMUNA 14,1414,C1414BEN,"-5,843,579,083","-3,458,925,875"
2017,13568,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,19/12/2017,19/12/2017,"PAINE, AIME 1502","PAINE, AIME",1502,PUERTO MADERO,COMUNA 1,1107,C1107CFJ,"-5,836,120,693","-3,461,475,543"
2016,12155,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,14/10/2016,14/10/2016,CALIFORNIA 2731,CALIFORNIA,2731,BARRACAS,COMUNA 4,1289,C1289ABI,"-5,838,495,828","-3,464,939,931"
2016,12156,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,14/10/2016,14/10/2016,PINZON 90,PINZON,90,LA BOCA,COMUNA 4,1161,C1161ACB,"-5,835,518,571","-3,463,183,726"
2017,13571,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,20/12/2017,20/12/2017,JURAMENTO 671,JURAMENTO,671,BELGRANO,COMUNA 13,1428,C1428DMA,"-5,843,843,446","-3,455,117,272"
2017,13577,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,21/12/2017,21/12/2017,JURAMENTO 671,JURAMENTO,671,BELGRANO,COMUNA 13,1428,C1428DMA,"-5,843,843,446","-3,455,117,272"
2016,12159,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,14/10/2016,14/10/2016,"BUTTY, E., ING. 240","BUTTY, E., ING.",240,RETIRO,COMUNA 1,1001,C1001AFB,"-583,707,852","-345,968,169"
2016,11613,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,21/6/2016,21/06/2016,"COSSETTINI, OLGA 1502","COSSETTINI, OLGA",1502,PUERTO MADERO,COMUNA 1,1107,C1107CEL,"-58,363,045","-3,461,488,519"
2016,11614,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,22/6/2016,22/06/2016,"EZCURRA, ENCARNACION 302","EZCURRA, ENCARNACION",302,PUERTO MADERO,COMUNA 1,1107,C1107BUA,"-5,836,287,438","-3,461,619,624"
2016,12162,Un Día Culaquiera,Fundacion Del Cine,Estudiantes,15/10/2016,15/10/2016,ARENALES 1501,ARENALES,1501,RECOLETA,COMUNA 2,1061,C1061AAQ,"-5,838,933,053","-3,459,465,733"
2016,12163,Los Que Aman Odian,Patagonik Film Group S.A.,Largometraje,16/10/2016,16/10/2016,BASAVILBASO 1233,BASAVILBASO,1233,RETIRO,COMUNA 1,1006,C1006AAA,"-58,377,389","-345,936,662"
2016,12164,Dile Como Quieras,Fundacion Del Cine,Estudiantes,16/10/2016,16/10/2016,BERUTI 2650,BERUTI,2650,RECOLETA,COMUNA 2,1425,C1425BBD,"-5,840,306,189","-3,459,195,377"
2016,12165,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,16/10/2016,16/10/2016,CHORROARIN AV. 1002,CHORROARIN AV.,1002,VILLA ORTÚZAR,COMUNA 15,1427,C1427CXU,"-5,846,974,847","-3,458,510,877"
2016,12166,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,16/10/2016,16/10/2016,PARAGUAY 858,PARAGUAY,858,RETIRO,COMUNA 1,1057,C1057AAL,"-5,837,920,144","-3,459,772,253"
2016,11635,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,28/6/2016,28/06/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,11668,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,5/7/2016,05/07/2016,GORRITI 5822,GORRITI,5822,PALERMO,COMUNA 14,1414,C1414BKJ,"-5,843,964,353","-3,458,314,596"
2016,11676,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,6/7/2016,06/07/2016,MANSO JUANA 890,MANSO JUANA,890,PUERTO MADERO,COMUNA 1,1107,C1107CBR,"-5,836,292,595","-3,460,807,815"
2016,12170,La Cordillera,Capital Intelectual S.A.,Largometraje Nacional,17/10/2016,17/10/2016,"PINO, VIRREY DEL 3454","PINO, VIRREY DEL",3454,BELGRANO,COMUNA 13,1426,C1426EHL,"-584,642,594","-34,572,433"
2016,11712,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,12/7/2016,12/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,12172,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,17/10/2016,17/10/2016,"CUBAS, JOSE 3675","CUBAS, JOSE",3675,VILLA DEVOTO,COMUNA 11,1419,C1419GNE,"-5,850,936,693","-345,941,765"
2016,11715,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,13/7/2016,13/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,11718,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,14/7/2016,14/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
2016,12175,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,18/10/2016,18/10/2016,PASO 423,PASO,423,BALVANERA,COMUNA 3,1031,C1031ABI,"-5,840,359,502","-3,460,421,391"
2016,12176,Efecto Kosher,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,18/10/2016,18/10/2016,PINZON 90,PINZON,90,LA BOCA,COMUNA 4,1161,C1161ACB,"-5,835,518,571","-3,463,183,726"
2016,12177,George,Cru Films S.R.L.,Fotografía,18/10/2016,18/10/2016,"PEREZ GALDOS, BENITO AV. 2","PEREZ GALDOS, BENITO AV.",2,LA BOCA,COMUNA 4,1155,C1155AGB,"-5,835,710,491","-3,462,809,198"
2016,12178,Delicia,Tres Mentes Sa,Largometraje Con I.N.C.A.A.,18/10/2016,18/10/2016,"LACROZE, FEDERICO AV. 4181","LACROZE, FEDERICO AV.",4181,CHACARITA,COMUNA 15,1427,C1427EDG,"-5,845,510,164","-3,458,713,272"
2016,12179,L'oreal Gloss,Lnd Srl,Cine Publicitario,18/10/2016,18/10/2016,SALTA 1027,SALTA,1027,CONSTITUCIÓN,COMUNA 1,1074,C1074AAU,"-5,838,302,908","-3,461,998,674"
2016,12180,L'oreal Gloss,Lnd Srl,Cine Publicitario,18/10/2016,18/10/2016,MAIPU 974,MAIPU,974,RETIRO,COMUNA 1,1006,C1006ACN,"-5,837,698,762","-3,459,663,221"
2016,12181,George,Cru Films S.R.L.,Fotografía,18/10/2016,18/10/2016,DEL LIBERTADOR AV. 3601,DEL LIBERTADOR AV.,3601,PALERMO,COMUNA 14,1425,C1425ABJ,"-5,841,922,807","-3,457,296,046"
2016,12182,Emprendedores,Poster Pagsa Srl,Cine Publicitario,19/10/2016,19/10/2016,YERBAL 742,YERBAL,742,CABALLITO,COMUNA 6,1405,C1405CDP,"-5,844,122,138","-3,461,900,102"
2016,12183,Emprendedores,Poster Pagsa Srl,Cine Publicitario,19/10/2016,19/10/2016,RIVADAVIA AV. 8515,RIVADAVIA AV.,8515,VELEZ SARSFIELD,COMUNA 10,1407,C1407DYH,"-5,848,356,732","-3,463,411,728"
2016,12184,Emprendedores,Poster Pagsa Srl,Cine Publicitario,19/10/2016,19/10/2016,GOYA 157,GOYA,157,VELEZ SARSFIELD,COMUNA 10,1407,C1407AQA,"-5,848,616,342","-346,329,963"
2016,12185,Delicia,Tres Mentes Sa,Largometraje Con I.N.C.A.A.,19/10/2016,19/10/2016,"LACROZE, FEDERICO AV. 4181","LACROZE, FEDERICO AV.",4181,CHACARITA,COMUNA 15,1427,C1427EDG,"-5,845,510,164","-3,458,713,272"
2016,12186,La Nacion,Lnd Srl,Cine Publicitario,19/10/2016,19/10/2016,CORRIENTES AV. 320,CORRIENTES AV.,320,SAN NICOLÁS,COMUNA 1,1043,C1043AAQ,"-5,837,158,602","-3,460,316,774"
2016,12187,La Nacion,Lnd Srl,Cine Publicitario,19/10/2016,19/10/2016,RECONQUISTA 100,RECONQUISTA,100,SAN NICOLÁS,COMUNA 1,1003,C1003ABB,"-583,722,895","-3,460,675,931"
2016,12188,La Nacion,Lnd Srl,Cine Publicitario,19/10/2016,19/10/2016,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 761","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",761,MONSERRAT,COMUNA 1,1067,C1067ABC,"-5,837,711,561","-3,461,226,232"
2016,12189,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,20/10/2016,20/10/2016,"OROÃ‘O, NICASIO 1235","OROÃ‘O, NICASIO",1235,CABALLITO,COMUNA 6,1416,C1416BZC,"-5,845,700,373","-3,461,077,777"
2016,12190,George,Cru Films S.R.L.,Fotografía,20/10/2016,20/10/2016,"CASTILLA, RAMON, MARISCAL 2701","CASTILLA, RAMON, MARISCAL",2701,PALERMO,COMUNA 14,1425,C1425DZA,"-5,840,165,093","-3,458,198,643"
2016,12191,George,Cru Films S.R.L.,Fotografía,20/10/2016,20/10/2016,ALVEAR AV. 1301,ALVEAR AV.,1301,RETIRO,COMUNA 1,1014,C1014AAA,"-5,838,347,827","-3,459,125,072"
2016,12192,George,Cru Films S.R.L.,Fotografía,20/10/2016,20/10/2016,"ROCHA, DARDO 2901","ROCHA, DARDO",2901,PALERMO,COMUNA 14,1425,C1425CTA,"-5,839,927,805","-3,457,820,716"
2016,12193,George,Cru Films S.R.L.,Fotografía,20/10/2016,20/10/2016,CRUCERO GRAL. BELGRANO 1201,CRUCERO GRAL. BELGRANO,1201,RETIRO,COMUNA 1,1006,C1006ABA,"-5,837,674,673","-3,459,455,403"
2016,12194,George,Cru Films S.R.L.,Fotografía,20/10/2016,20/10/2016,LANTERI JULIETA 1601,LANTERI JULIETA,1601,PUERTO MADERO,COMUNA 1,1107,C1107CRI,"-5,836,029,032","-346,160,316"
2016,12195,George,Cru Films S.R.L.,Fotografía,20/10/2016,20/10/2016,AGUERO 2401,AGUERO,2401,RECOLETA,COMUNA 2,1425,C1425EIA,"-5,839,892,079","-3,458,566,418"
2016,12196,Nunca Digas Nunca,Esta Por Venir S.R.L.,Largometraje Con I.N.C.A.A.,20/10/2016,20/10/2016,"BUTTY, E., ING. 240","BUTTY, E., ING.",240,RETIRO,COMUNA 1,1001,C1001AFB,"-583,707,852","-345,968,169"
2016,11722,Soy Luna,Pol-ka Producciones S.A.,Tv Ficción,15/7/2016,15/07/2016,TRONADOR 671,TRONADOR,671,VILLA ORTÚZAR,COMUNA 15,1427,C1427CRM,"-5,846,677,513","-3,458,470,338"
